"displacement","position","xPushDuration","xPullDuration","yPushDuration","yPullDuration","zPushDuration","zPullDuration"
"450",167,1023,3000,38600,23102.9,3500,23913.6,23720.6
"451",188,0,38600,38600,23102.9,3500,23913.6,23720.6
"452",188,21,38600,38600,23442.6,3500,23998.6,23720.6
"453",188,42,38600,38600,23797.8,13566.8,24091.2,23720.6
"454",188,63,38561.4,38600,24168.4,21983.2,24183.9,23720.6
"455",188,84,37719.7,38600,24562.2,21983.2,24284.3,23720.6
"456",188,104,37055.7,38600,24948.3,21983.2,24392.4,23720.6
"457",188,125,36507.5,38600,25365.3,24492.7,24500.5,23720.6
"458",188,146,36129.1,38600,25813.1,27465.5,24624,23720.6
"459",188,167,35912.9,38600,26284.1,31025.2,24755.3,23720.6
"460",188,188,35882,38600,26770.6,35272,24894.3,23720.6
"461",188,209,36059.6,38600,27287.9,38600,25041,23720.6
"462",188,230,36499.7,38600,27836.2,38600,25203.1,23720.6
